"user_id","task_id","percentage"
"127f04e8-70a3-4863-b205-05ed373e3fbf","76838",16
"2642634a-26d8-4fff-8a01-42d65be4cfc9","76838",80
"fa3b3b26-e105-425e-99fc-af561bb07b89","76838",41
"b1d62a49-b9df-4980-a508-5705fea46f83","76838",20
"5db18a92-e2b6-43a0-862d-9f69fc806060","76838",53
"1f7b7a80-50c0-4ce3-9905-0f634ba9c641","76838",19
"31ac7082-4fca-4ed0-8bd3-3b1e3da79dd1","76838",69
"d9e450e2-e993-4cbd-b2bf-1ad80795557b","76838",15
"60a1fecb-2af3-4be2-bfbb-a4803a706b49","76838",14
"f79841c6-518c-43fe-8c14-444070f038ce","76838",39
"ca5c440e-a933-4280-9462-0c3047a2ff0d","76838",65
"1a0851be-7d3f-4a6e-818d-9042f5a91df5","76232",10
"3fd3f4a4-1059-4fba-b41d-7f6065282184","76233",86
"8ccb2ab0-3514-4c5c-9d47-30bce54419b6","76233",51
"8e4d4a32-92d7-4bd1-bf6e-2802edb3fd3c","76233",77
"78569eb6-0faf-449a-97e5-2b6684cb812e","76233",16
"5e8cadbb-7ae9-453e-9e98-04de5b57339e","76233",31
"9ff0c792-cc6d-4c2d-812c-eaff28f2885e","76233",11
"6c81579a-a1ea-45f3-b4a9-380840ac2174","76233",31
"cc6b68f1-35e4-49a2-a4be-ecac62b70e64","76233",14
"8c775a47-cb52-486b-8bb5-6556e23ad224","76233",7
"48ae4e2a-ad50-4988-ba03-a74290ffaaa0","76233",2
"5d6a06d4-2538-4662-9196-f4ab9cb9caf9","76233",92
"47216a18-909d-4bf4-b2ef-ad92235fc2ed","76233",96
"745019c9-ef0e-4631-aece-0a2ea007aede","76233",91
"f6a4b522-706c-4b93-a8ea-5f6accc4a77e","76233",65
"a607f376-1da5-491c-be90-b20d711ee104","76233",58
"e22e770f-6232-47f7-bf00-e82078dabce6","76234",67
"8ccb2ab0-3514-4c5c-9d47-30bce54419b6","76234",11
"63eae8e9-e92d-4cbd-a7f5-c7c8fd6ee2b2","76234",94
"e5f5943b-a637-4cd6-b236-10268bd87b2c","76234",82
"dbbf3a35-be05-44ad-b1ef-a8536746de1e","76234",77
"3488ad42-be9b-45bc-ac5f-36a0f41a29fa","76234",89
"9ed3fb6f-f8a5-4860-933d-a9ae533acdda","76234",38
"210a99df-423b-4592-b6db-099221fbd5dc","77158",11
"28c25eed-3fb0-4737-bdf1-454563b1d654","77158",96
"a28ca9fe-f6e1-469a-aed2-fb39c9c0c179","77158",5
"79329f81-d876-45b3-bc8c-190200d1626e","77158",10
"4c5c6f95-fcf3-4534-8e0e-40d16d12b7d4","77158",11
"5f379d72-4b8c-427d-93f4-7cb885d9f005","77158",47
"53226457-19f6-4c45-975c-859bdf8edd17","77158",70
"2d1049f9-2bb0-4b35-8b06-3ec97740b566","77158",83
"e60d1e0c-12b7-4e9c-ac48-db89ddccd753","77158",68
"69e8f301-ca7e-4783-95a1-bc984a8f33ea","77158",10
"b2f6120c-3d5d-443c-ac9f-4ed7a46cfdef","77158",58
"ae47dfc7-0d98-4c56-92e1-dac8cd8fca78","77158",96
"f79841c6-518c-43fe-8c14-444070f038ce","77158",75
"37898d24-1deb-44ae-b522-af2034654137","76235",59
"9ff0c792-cc6d-4c2d-812c-eaff28f2885e","76235",52
"901a52f0-bbdd-4c10-82a4-6d32c1035ed6","76236",26
"104da852-c0be-4472-bcb7-6504ece2776d","76236",10
"3c338702-be04-43a0-918f-46f76eda3da8","76237",23
"9a85dfaa-0ae3-492e-8aef-327a725dec84","76237",10
"1bff1d4c-2b23-407c-ac64-be1771bdd05f","77387",41
"72da5f58-f664-4e36-b46f-5bd9035e0bbf","77387",9
"7abf3f07-7204-45fd-b888-ce5956477ca7","77387",53
"4c5c6f95-fcf3-4534-8e0e-40d16d12b7d4","77387",47
"e27292ab-e749-424b-be42-02be42d5d717","77387",19
"b28f82b6-bebd-4652-873b-3506ef607725","77387",18
"ea192d56-4d8c-4f1e-b4a2-73bb7d4fa087","77387",47
"73e2f2c8-dcba-4d3e-a258-9bf2bc5025be","77387",89
"65d39c25-f5db-4860-a0c1-d738b6821c0f","77489",6
"9a85dfaa-0ae3-492e-8aef-327a725dec84","77489",75
"5bbb3714-f919-46ae-b1d1-89ada32b5b27","77517",89
"28c25eed-3fb0-4737-bdf1-454563b1d654","77517",20
"829f3c92-1ce5-4ca5-a978-c5a0517d085d","77517",50
"1f7b7a80-50c0-4ce3-9905-0f634ba9c641","77517",8
"827d0503-0832-4e43-b9da-74186f803915","77517",81
"841ff827-e40c-47f9-b90a-bd8b31dc6f84","77517",25
"d8c3dcda-33c0-473f-ae5d-2cdf4ff1b220","77517",76
"12a816b0-2b68-466e-b502-112261d7d83f","77517",61
"a15d6179-b015-462d-b4d4-d3ae8b31be8f","76238",41
"375f049b-0a19-45da-aa1c-8e3243ce2ae9","76238",84
"53226457-19f6-4c45-975c-859bdf8edd17","76238",7
"6d8ad44f-b7c9-4ae8-b2d4-2578615122bf","76238",35
"55f625f3-5371-4181-a851-450945c82d6b","76238",77
"250be500-e66f-4907-bb74-754091663f7b","77571",41
"8ccb2ab0-3514-4c5c-9d47-30bce54419b6","77571",47
"0a9ade63-6784-487e-9ead-684e6d38af7c","77571",89
"56909206-7bda-41c8-8984-e84155392ce5","77571",85
"0d933e89-fce5-4efd-967d-81a23120083e","77571",24
"53108d8c-1f9b-4ac3-b306-94d5da17cd59","77571",7
"9ff0c792-cc6d-4c2d-812c-eaff28f2885e","77571",13
"00548281-6388-48a8-88b8-0f5d909551db","77571",21
"43eb577f-46a2-449f-8e4c-37238c39103d","77571",71
"44c4f886-3aae-4058-967b-7b968094da6b","77571",12
"fdc5f30b-059c-4689-8e0c-0a11405f346c","77571",99
"de47eb69-e753-4a5f-b9ee-1bf697b7dcee","77571",1
"3a438b6e-e18e-4ff5-86a5-8cc591a6b474","77683",90
"1f70b923-9447-4805-962b-26fb880d5f23","76239",14
"c2411a07-eaeb-47f2-8fc7-6832c6899d36","76239",60
"375f049b-0a19-45da-aa1c-8e3243ce2ae9","76239",55
"47ddf422-cbc6-4aca-991d-56a72c8d0ded","76239",17
"e20088f0-4a2f-4140-8c76-a44aeb4e6029","76239",85
"1c00340d-8d6a-4e85-98c0-3abd0069df1d","76239",84
"751243f2-b705-42a1-8f2a-c5feddf39541","77931",54
"9e872880-0d55-4aa4-a7ac-7e5785fa0ad5","77931",64
"210a99df-423b-4592-b6db-099221fbd5dc","77931",92
"fbfbf7fb-9170-4e88-bef6-16313f1be544","77931",13
"9455538d-4514-4f7c-8cdf-317ca2758ac6","77931",39
"5d90383f-0ef6-48b9-8cff-49b6585af2d7","77931",61
"aabdb3b0-11b0-436e-afaa-f2c57a3d4b6f","77931",20
"db273d64-22e4-442c-a24b-80a08b2bd4df","77931",99
"aad75790-6b3c-428c-b430-e9b4efbb8527","77931",27
"bd207571-f10c-4ee5-8869-c0f8a51b6508","78022",94
"fdc5f30b-059c-4689-8e0c-0a11405f346c","78022",66
"191a73ac-60a3-4f67-a301-a42d6ccb6cff","78022",6
"b2f6120c-3d5d-443c-ac9f-4ed7a46cfdef","78022",11
"28c25eed-3fb0-4737-bdf1-454563b1d654","76240",37
"0a9c8d3d-d2a8-489d-ad3f-b7688f421f5c","76240",20
"504e7fbe-d66e-4920-bd3b-efd8d4fd2e7b","76240",60
"fb0f0869-7bec-4246-a26c-e623b6f807ea","76240",54
"f7c17ad2-3799-4611-a25e-75c87b7e4580","76240",100
"f7ef9ad8-9a4e-4df5-9190-97aa668d1e61","76240",93
"5d72687f-d726-41a7-b3a0-b9fd8b77f231","76240",29
"8dd8bc43-30b5-4f06-a694-feb2bc66f5b9","76240",79
"d57122f3-000c-44d5-8e51-ae8c942a786f","76240",5
"088e8b4b-7108-4761-8b8a-2aecdf6c3838","76240",92
"a607f376-1da5-491c-be90-b20d711ee104","76240",40
"ec118ce0-ac96-479b-b13a-e7b714a634b3","76241",8
"268fb163-5864-4903-9079-75a72825b66c","76241",51
"4d801433-4f8c-4040-b7b1-366de4bf08f6","76241",87
"84aee4e0-39a0-4c5c-8d33-2911d0023aba","76241",62
"fe742410-0838-4aa1-aa29-177280c82b49","76241",95
"428de8c1-48fd-42d6-974e-df0443f52023","76242",46
"bd207571-f10c-4ee5-8869-c0f8a51b6508","76242",11
"34b756b2-19f5-42a1-a2ba-eec28a8d324a","76242",98
"c08d7fb4-a1cf-493b-b832-0bf4e66a0273","76242",44
"2489cb30-9fda-472c-8c38-714eced56b14","76242",91
"a4676c96-a787-49f5-8432-c993668954ec","76242",70
"bfab2d9a-cb0a-46e0-b420-89506225fb7f","76242",80
"a8f0b8f1-4e63-45a2-ba77-010d30698d2c","76242",37
"cf58abd8-56ba-45ee-8c03-baf49c796565","76242",75
"29587264-6c99-4387-80cc-891e3d5692c4","76242",13
"642f4cb0-6bdc-4f25-8aa3-96d94e1c7589","76243",96
"9a0eefe7-38cd-406c-9485-62842206b88f","76243",82
"919faf35-901a-4b6e-b71c-ce79bc94e664","76244",76
"25910aa4-867e-4d68-8527-ea5fd3026b24","76244",98
"5e6f13ff-7c61-4702-9873-40e64d93b8e4","76244",50
"127f04e8-70a3-4863-b205-05ed373e3fbf","76244",51
"58ecd083-5529-4295-940c-36a32ba6d0f9","76244",90
"cc6b68f1-35e4-49a2-a4be-ecac62b70e64","76244",75
"3488ad42-be9b-45bc-ac5f-36a0f41a29fa","76244",90
"3f602a14-0962-4003-8085-e2437a7af0a2","76244",97
"9a85dfaa-0ae3-492e-8aef-327a725dec84","76244",56
"b28f82b6-bebd-4652-873b-3506ef607725","76244",36
"7aa82445-63a6-4a15-9b80-a7cfa675b8f9","76244",10
"ab231b87-cf80-4cad-8a66-bad9850ba8c3","76244",97
"b21287f4-027e-4572-bb34-797c1b09de22","76244",76
"aabdb3b0-11b0-436e-afaa-f2c57a3d4b6f","76244",66
"d5873342-0a2b-40e0-baea-e8138606dfb2","76244",98
"434a123c-2813-4f0d-99e8-7317959eb6d3","76245",64
"78569eb6-0faf-449a-97e5-2b6684cb812e","76245",88
"c2411a07-eaeb-47f2-8fc7-6832c6899d36","76245",89
"bd207571-f10c-4ee5-8869-c0f8a51b6508","76245",94
"2becd0bf-e650-46b6-9322-a248c7cb44a6","76245",86
"2489cb30-9fda-472c-8c38-714eced56b14","76245",23
"141a5631-5a91-4627-a353-366cc56160a2","76245",84
"8b656068-b836-4b7e-91a0-5c4088c8453f","76245",35
"0c72393a-7e85-49d7-8008-944132a4f2d9","76245",59
"958da677-19ab-4b8e-b3d9-37ec9d604a64","76246",58
"95f4cb52-b656-4b6b-a00b-8a7711933b51","76246",15
"0f523a43-9461-4818-89ca-8cdf2fc7d540","76246",62
"78569eb6-0faf-449a-97e5-2b6684cb812e","76246",21
"9ff0c792-cc6d-4c2d-812c-eaff28f2885e","76246",54
"5fce75c4-22ee-45e0-b809-63e9540bf0c3","76246",75
"0f523a43-9461-4818-89ca-8cdf2fc7d540","76247",42
"b2fd41a9-bfd5-4b3e-9d1a-67c5892f0278","76247",76
"e3bdc012-3060-47de-92c8-837414845113","76247",67
"08b3615c-1092-4ea3-910e-6aa525bddbce","76247",66
"50f25d69-ae00-4556-bf50-d715d071fd43","76247",95
"a5086fe7-0ea2-4c87-8e1b-2a1251964c7e","76248",7
"28f93060-2876-43d1-9bb7-902a43df5d44","76248",100
"9c3d91bb-c778-43b2-a126-e34a9a4e6c46","76248",66
"4b4cdb87-972d-4c97-a5a1-79c44f51aaf8","76248",15
"d9e450e2-e993-4cbd-b2bf-1ad80795557b","76248",85
"28d27aa8-47a7-4d15-82de-cf1299b58614","76249",17
"cd9a315f-d05a-46e3-8d11-3bd15fe8cd83","76249",12
"b997867d-ec96-4c37-98ed-5af6812af334","76249",52
"1788984c-2a6a-407d-84dd-af26f224153b","76249",44
"7ab01c21-f43c-4b87-80ab-0a979f286781","76249",1
"a26d39c7-a04b-44ae-8780-cba6c6898432","76249",65
"13cc3670-8308-47bc-9c53-bbd73b8dc9d2","76250",44
"6c81579a-a1ea-45f3-b4a9-380840ac2174","76250",62
"aad75790-6b3c-428c-b430-e9b4efbb8527","76250",29
"13cc3670-8308-47bc-9c53-bbd73b8dc9d2","76251",19
"3fd3f4a4-1059-4fba-b41d-7f6065282184","76251",37
"81024229-8432-477e-a447-f2bcab4e1e78","76251",3
"c451bf49-a14b-49f0-876a-b7a314ebc119","76251",82
"893dd84f-6350-4078-a1ac-9d5f51805473","76251",80
"06a72883-32b6-47ab-8936-1bbbbc9787d3","76251",39
"fabafc9a-c217-43e1-90eb-a6b4f74dc275","76251",60
"9ff0c792-cc6d-4c2d-812c-eaff28f2885e","76251",66
"8b4caaa2-1fd1-486e-951e-cabe9023aebe","76251",5
"ff374d98-5801-48c7-ad15-5c067bd5fa7f","76251",6
"48ae4e2a-ad50-4988-ba03-a74290ffaaa0","76251",90
"c1a85501-efca-4e25-9dce-ba68e158a1bb","76251",24
"70d15aa4-a8f3-4b91-9ae6-a2885da942ae","76251",14
"b2f6120c-3d5d-443c-ac9f-4ed7a46cfdef","76251",37
"51099c9e-8f82-4f0a-bbbb-661187710474","76252",8
"5e6f13ff-7c61-4702-9873-40e64d93b8e4","76252",54
"0d933e89-fce5-4efd-967d-81a23120083e","76252",15
"830fde78-6d5c-40c4-9abe-d1d3eb3008d9","76252",94
"e78c5e56-e0a8-4c64-91b9-486c3edb676c","76252",97
"9bb3f957-958e-4445-a63c-ea539b64435c","76252",32
"7d1fa345-b9b7-45fa-9627-7bc1e8a9b219","76252",55
"326c3f76-0c74-4fa9-9632-5140eb0ec237","76252",87
"85476384-3093-4f70-bc5d-fce016d6b20d","76253",6
"28f93060-2876-43d1-9bb7-902a43df5d44","76253",52
"a015fb8f-bbf3-4c2e-be83-474936434115","76253",42
"63eae8e9-e92d-4cbd-a7f5-c7c8fd6ee2b2","76253",15
"a967b76f-0e0a-4465-acc4-10a302fa492c","76253",56
"3a438b6e-e18e-4ff5-86a5-8cc591a6b474","76253",66
"523a5cc5-f8f7-4575-b834-8b3e998877cd","76253",15
"6c553023-f4ee-4675-9e3f-cf514385cc2b","76253",38
"10926afe-3714-43a0-84bf-09a4498b379c","76253",29
"90a4a04d-f929-4530-b970-d1273711ba61","76253",62
"3d44eea5-dea9-44ef-8fe4-bd534171aec1","76253",74
"30bf26e4-d5e7-4482-ae9f-d43cd8f91176","76253",47
"47216a18-909d-4bf4-b2ef-ad92235fc2ed","76253",63
"a607f376-1da5-491c-be90-b20d711ee104","76253",59
"25e05bdd-2327-437f-bc7f-5113fa556dab","76253",1
"f967a590-4a45-4a63-a0f3-58fc7c2322d6","76254",8
"24ff5887-d994-45cc-9b0b-289f4481438a","76254",99
"9731388c-0b90-47fb-8365-3be20a7662cb","76254",90
"abb628b0-7a44-4d81-a709-8fb6638b2776","76254",89
"9c288954-0096-417d-9485-619268338517","76254",36
"d2cb55a3-684c-46d4-aa69-b8dae57d6586","76254",36
"e3d1e513-df66-4e0c-9835-8fd7fb0e8156","76254",96
"c1a85501-efca-4e25-9dce-ba68e158a1bb","76254",100
"6d88ee4e-f92e-4caa-9d50-b3e8645d52aa","76254",27
"c289cc56-695a-4d7d-9275-e4235d5c6fb5","76255",59
"305820f9-6db0-4a6b-b4d7-db82236b9df6","76255",62
"b285675e-16aa-4000-ad07-1959cab55cfd","76255",78
"5680395c-371b-4d24-bf4c-4ba4335f10ce","76255",12
"8dcb0166-18ba-4ca4-ae42-de32a42d231c","76255",58
"8ba225b3-f328-49ea-8fa4-0e8026675345","76255",35
"5200a44b-22d5-494e-afce-6c72a1c7f9c5","76255",3
"e22e770f-6232-47f7-bf00-e82078dabce6","76256",43
"2bdeb0e0-860a-4a53-9c53-cf00c8879da0","76256",7
"268fb163-5864-4903-9079-75a72825b66c","76256",9
"b2fd41a9-bfd5-4b3e-9d1a-67c5892f0278","76256",62
"d24f6b62-5719-4887-b4c1-e2b79b5f97e1","76256",68
"43b1c6ab-e262-4101-951e-77703dc786a7","76256",49
"ec118ce0-ac96-479b-b13a-e7b714a634b3","76257",87
"44c4f886-3aae-4058-967b-7b968094da6b","76257",66
"872b8c44-1329-4178-aac2-45aea6dd9cfe","76257",74
"1e0a0e11-90ac-4206-91f0-d105cb34a245","76258",50
"129c8057-2b01-457d-b445-ec0c7cecfceb","76258",99
"ad7a7620-8e6a-48aa-847b-aba815b54687","76258",60
"f7ef9ad8-9a4e-4df5-9190-97aa668d1e61","76258",33
"08b3615c-1092-4ea3-910e-6aa525bddbce","76258",58
"d82fa166-88ef-4c02-9ff2-2eac544f6bd8","76259",55
"798a8e6f-e937-4dc2-8c58-2d430d5d12d8","76259",27
"a5086fe7-0ea2-4c87-8e1b-2a1251964c7e","76259",66
"893dd84f-6350-4078-a1ac-9d5f51805473","76259",55
"b0e59b04-e9a2-4823-92b1-b83d46860450","76259",82
"b997867d-ec96-4c37-98ed-5af6812af334","76259",80
"34b756b2-19f5-42a1-a2ba-eec28a8d324a","76259",58
"90d6eb7d-ecf9-4638-8fb8-5e6b173645f4","76259",60
"6d8ad44f-b7c9-4ae8-b2d4-2578615122bf","76259",84
"d57122f3-000c-44d5-8e51-ae8c942a786f","76259",35
"9683203e-eb83-4b6e-84ee-be581a7e1d8c","76259",50
"70374324-1c9c-4ce2-81d4-769daa45f876","76259",63
"9815de6b-eb78-44f7-b484-0c3aa560caa3","76259",43
"251ea200-84f0-4cb0-a518-c9a40e4a98a5","76259",20
"db273d64-22e4-442c-a24b-80a08b2bd4df","76259",61
"cd9a315f-d05a-46e3-8d11-3bd15fe8cd83","76260",4
"190213a3-d9e9-4bad-a659-72aa9349f39d","76260",93
"f3ca632d-70c6-41ed-a9a6-e14f9816f768","76260",6
"d5e105ed-56bf-4ec6-8649-658cbd343ce5","76260",72
"00bb3a5f-cfc6-43d4-808c-5a8d414b1e79","76260",18
"262914fe-aad5-4177-9a28-65dee0f98e4f","76260",88
"b2fd41a9-bfd5-4b3e-9d1a-67c5892f0278","76260",59
"9ff0c792-cc6d-4c2d-812c-eaff28f2885e","76260",41
"ad7a7620-8e6a-48aa-847b-aba815b54687","76260",97
"9bb3f957-958e-4445-a63c-ea539b64435c","76260",54
"b351014f-c29c-4dbc-90fc-27a329f7b249","76260",31
"58d2a0d1-0b60-4d10-8044-2298d58ae621","76260",30
"c1671278-c494-4df7-adb3-c5d7dbb84cc0","76260",77
"db273d64-22e4-442c-a24b-80a08b2bd4df","76260",56
"28a015bf-0bcf-4a17-927e-a2675359d6ae","76261",50
"895237ef-0086-4032-ac23-8a8e02184759","76261",37
"ffaccbac-3903-4d64-973a-5bbbd376d0b4","76261",58
"2bc460b8-3eb0-436b-b9a6-ebc83cbb4bdc","76261",97
"b285675e-16aa-4000-ad07-1959cab55cfd","76261",85
"2fb8fc31-3857-4d6f-9914-5719777cd1a5","76261",63
"706e96ac-efde-46ab-bc81-5ea720bd9cff","76261",12
"6c6158f8-5fad-434e-8a04-1dcb1bb50840","76261",40
"c82b1627-211e-41be-9cc7-2ebf9facbb44","76261",23
"8dcb0166-18ba-4ca4-ae42-de32a42d231c","76261",44
"84aee4e0-39a0-4c5c-8d33-2911d0023aba","76261",15
"b5abb466-7d3c-4a39-9874-9bb13d4e7471","76261",77
"0e0ffe94-846a-4bcf-9dd4-326a9c46a56f","76261",8
"9ed3fb6f-f8a5-4860-933d-a9ae533acdda","76261",57
"d82fa166-88ef-4c02-9ff2-2eac544f6bd8","76262",68
"a015fb8f-bbf3-4c2e-be83-474936434115","76262",19
"8dd566c6-5af7-4d8a-87cb-84be5853b3fc","76262",78
"ff374d98-5801-48c7-ad15-5c067bd5fa7f","76262",13
"6251ffbf-7d27-49df-aef2-9ce63261c9da","76262",80
"45fd9029-5ab9-42e7-b3eb-6e9bde3a8fde","76262",48
"774fd963-d863-40ad-ab0e-b603150bd3b7","76262",5
"5d6a06d4-2538-4662-9196-f4ab9cb9caf9","76262",5
"10926afe-3714-43a0-84bf-09a4498b379c","76262",55
"8ba225b3-f328-49ea-8fa4-0e8026675345","76262",63
"7062fad7-6753-480a-b68f-f55a378003cd","76263",36
"1a0851be-7d3f-4a6e-818d-9042f5a91df5","76263",73
"e3bdc012-3060-47de-92c8-837414845113","76263",16
"2489cb30-9fda-472c-8c38-714eced56b14","76263",74
"cc1b2ada-bea2-4a7a-85dd-8d102254e54b","76263",17
"ddeff978-d762-409a-bacb-df162efc671f","76263",22
"c1a2b51c-f9d7-45d5-b5e3-f13976661af2","76263",6
"73e2f2c8-dcba-4d3e-a258-9bf2bc5025be","76263",28
"9ed3fb6f-f8a5-4860-933d-a9ae533acdda","76263",91
"67338bf1-f0d5-4dbb-9b1f-87477e985940","76264",25
"39a3d142-7194-465b-99e5-48a5685a0cf4","76264",22
"eb4d95e3-40c1-417d-a40d-d93baf94b045","76264",24
"616db706-0b97-464f-9288-df22b94591a9","76264",89
"2602aef1-dfb7-4ea9-8451-4d68867eafac","76264",87
"3d44eea5-dea9-44ef-8fe4-bd534171aec1","76264",33
"9815de6b-eb78-44f7-b484-0c3aa560caa3","76264",65
"6c5660a1-f28b-44c4-b3a9-73e0d763de7a","76264",69
"e167a375-c081-4df6-bd3c-5326c8b0146a","76264",39
"db273d64-22e4-442c-a24b-80a08b2bd4df","76264",61
"9ed3fb6f-f8a5-4860-933d-a9ae533acdda","76264",33
"d1ed2bc3-e7aa-4d57-b7e8-782e573bdb72","76264",98
"9c3d91bb-c778-43b2-a126-e34a9a4e6c46","76265",39
"fabafc9a-c217-43e1-90eb-a6b4f74dc275","76265",77
"1b6719ab-92f2-4ebc-9fad-5e91870f916f","76265",65
"e48fa489-705e-4886-9f27-27430c4897f1","76265",5
"298a50db-ba9a-4665-8328-0ce310da4d3f","76265",7
"de47eb69-e753-4a5f-b9ee-1bf697b7dcee","76265",94
"f7c17ad2-3799-4611-a25e-75c87b7e4580","76266",64
"1e0a0e11-90ac-4206-91f0-d105cb34a245","76267",54
"d45db0bc-3651-4f83-8fa4-c04ee6c3c4e8","76267",76
"00548281-6388-48a8-88b8-0f5d909551db","76267",7
"d24f6b62-5719-4887-b4c1-e2b79b5f97e1","76267",43
"f7a61256-941e-4008-9e00-814659feb11b","76267",45
"2135ae74-0430-4e16-9e2d-72be32d7f1c4","76267",80
"5dc8c51e-8d26-4c12-9702-c95d1b4e48c7","76267",86
"5ab09578-929d-49a6-a381-623cae1b7bab","76267",79
"91d5cb2f-86db-4230-a6d3-ac4477a83c74","76268",80
"8308c714-d930-49af-8b76-d26627f21335","76268",3
"9a8a9ec8-4972-41b0-98a8-dfdbb18896df","76268",46
"2188be65-88c3-47bf-b814-0b6d997d6548","76268",16
"f64fdc74-2f93-4a41-a69d-24394c9d6090","76268",14
