user_id,priority,performance
user131,4,-7.925
user132,0,-1.6294499999999998
user132,1,-0.48
user132,2,-4.22125
user132,3,-1.016
user132,4,-2.43
user133,0,-2.035
user133,1,-5.720000000000001
user133,2,-2.598181818181818
user133,3,-0.7558333333333334
user133,4,-4.726666666666667
user134,0,-2.7348333333333334
user134,1,-2.9175
user134,2,-5.92
user134,3,-4.836666666666666
user134,4,-2.7348333333333334
user135,0,0.14500000000000002
user135,1,0.41285714285714287
user135,2,-3.1755555555555555
user135,3,-3.171818181818182
user135,4,-1.45
user136,0,1.92
user136,1,-0.865
user136,2,-2.1233333333333335
user136,3,-3.7100000000000004
user136,4,-6.72
user137,0,-1.3299999999999998
user137,1,-2.714285714285714
user137,2,-1.8870588235294117
user137,3,-1.5628571428571425
user137,4,0.0
user138,0,-3.766666666666667
user138,1,-3.1266666666666665
user138,2,-4.867333333333334
user138,3,-0.34142857142857147
user138,4,-2.975
user139,0,-4.24
user139,1,-5.255
user139,2,-2.023571428571428
user139,3,0.25750000000000006
user139,4,0.0
user14,0,-0.09999999999999999
user14,1,-0.8649999999999999
user14,2,-3.428
user14,3,-2.756666666666666
user14,4,-3.643333333333333
user140,0,-0.325
user140,1,-3.5
user140,2,-3.762307692307693
user140,3,-1.67
user140,4,-1.8514615384615385
user141,0,-2.04
user141,1,-1.239285714285714
user141,2,-1.1154545454545455
user141,3,-2.19125
user141,4,-6.032500000000001
user142,0,-4.7
user142,1,-3.844
user142,2,-4.413333333333333
user142,3,-5.073333333333333
user142,4,-5.48
